#,M,r,rho(r),T(r),M(r),L(r),dL/dr,dLpp/dr,dLcno/dr,dlogP/dlogT,r/R,rho(r)/rhoc,T(r)/Tc,M(r)/M,L(r)/L,kappa,kappaHm,kappaff,kappaes,P,Pdeg,Pgas,Ppho,drho/dr,dT/dr,dM/dr,dL/dr_1
#,g,cm,g/cm^3,K,g,erg/s,erg/s/cm,erg/s/cm,erg/s/cm,cm^2/g,cm^2/g,cm^2/g,cm^2/g,erg/cm^3,erg/cm^3,erg/cm^3,erg/cm^3,g/cm^4,K/cm,g/cm,erg/s/cm,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.338e+33,5.88615e+10,0.00143834,99531.4,1.33796e+33,2.24985e+32,4.63467e+07,4.63467e+07,1.25097e-28,2.5,0.978502,2.45636e-05,0.0120857,0.999975,1,11253.5,9.08889e+12,11253.5,0.34,1.93472e+10,1.82341e+08,19164600000,247496,-1.65257E-12,-0.000076238,6.26233E+19,46346700
,1.338e+33,5.88636e+10,0.00143499,99376.6,1.33796e+33,2.24985e+32,4.58478e+07,4.58478e+07,1.20727e-28,2.5,0.978535,2.45063e-05,0.0120669,0.999975,1,11296.5,8.95206e+12,11296.5,0.34,1.92721e+10,1.81633e+08,19090200000,245960,-1.65117E-12,-7.62327E-05,6.24816E+19,45847800
,1.338e+33,5.88656e+10,0.00143165,99222.1,1.33796e+33,2.24985e+32,4.53544e+07,4.53544e+07,1.16509e-28,2.5,0.978569,2.44492e-05,0.0120482,0.999975,1,11339.7,8.8173e+12,11339.7,0.34,1.91973e+10,1.80928e+08,19016100000,244434,-1.64978E-12,-7.62275E-05,6.23403E+19,45354400
,1.338e+33,5.88676e+10,0.00142831,99067.9,1.33796e+33,2.24985e+32,4.48662e+07,4.48662e+07,1.12439e-28,2.5,0.978603,2.43922e-05,0.0120295,0.999975,1,11383,8.68456e+12,11383,0.34,1.91228e+10,1.80226e+08,18942300000,242918,-1.64838E-12,-7.62223E-05,6.21993E+19,44866200
,1.338e+33,5.88696e+10,0.00142498,98913.9,1.33796e+33,2.24985e+32,4.43833e+07,4.43833e+07,1.08511e-28,2.5,0.978636,2.43354e-05,0.0120108,0.999975,1,11426.4,8.55382e+12,11426.4,0.34,1.90486e+10,1.79526e+08,18868800000,241411,-1.64699E-12,-7.62171E-05,6.20585E+19,44383300
,1.338e+33,5.88716e+10,0.00142166,98760.1,1.33796e+33,2.24985e+32,4.39056e+07,4.39056e+07,1.04721e-28,2.5,0.97867,2.42786e-05,0.0119921,0.999975,1,11470.1,8.42505e+12,11470.1,0.34,1.89746e+10,1.78829e+08,18795500000,239913,-1.64559E-12,-7.62118E-05,6.19181E+19,43905600
,1.338e+33,5.88737e+10,0.00141835,98606.6,1.33796e+33,2.24985e+32,4.3433e+07,4.3433e+07,1.01062e-28,2.5,0.978703,2.4222e-05,0.0119734,0.999975,1,11513.9,8.29821e+12,11513.9,0.34,1.89009e+10,1.78135e+08,18722600000,238425,-1.6442E-12,-7.62066E-05,6.1778E+19,43433000
,1.338e+33,5.88757e+10,0.00141504,98453.3,1.33796e+33,2.24985e+32,4.29655e+07,4.29655e+07,9.75316e-29,2.5,0.978737,2.41656e-05,0.0119548,0.999976,1,11557.9,8.17328e+12,11557.9,0.34,1.88276e+10,1.77444e+08,18649900000,236946,-1.64281E-12,-7.62014E-05,6.16382E+19,42965500
,1.338e+33,5.88777e+10,0.00141174,98300.2,1.33796e+33,2.24985e+32,4.2503e+07,4.2503e+07,9.41243e-29,2.5,0.97877,2.41092e-05,0.0119362,0.999976,1,11602,8.05024e+12,11602,0.34,1.87545e+10,1.76755e+08,18577500000,235476,-1.64142E-12,-7.61962E-05,6.14987E+19,42503000
,1.338e+33,5.88797e+10,0.00140845,98147.4,1.33797e+33,2.24985e+32,4.20455e+07,4.20455e+07,9.0836e-29,2.5,0.978804,2.40531e-05,0.0119177,0.999976,1,11646.3,7.92904e+12,11646.3,0.34,1.86817e+10,1.76069e+08,18505400000,234015,-1.64003E-12,-7.61911E-05,6.13596E+19,42045500
,1.338e+33,5.88817e+10,0.00140517,97994.8,1.33797e+33,2.24985e+32,4.15929e+07,4.15929e+07,8.76625e-29,2.5,0.978837,2.3997e-05,0.0118992,0.999976,1,11690.8,7.80967e+12,11690.8,0.34,1.86092e+10,1.75385e+08,18433500000,232563,-1.63865E-12,-7.61859E-05,6.12207E+19,41592900
,1.338e+33,5.88837e+10,0.00140189,97842.5,1.33797e+33,2.24985e+32,4.11451e+07,4.11451e+07,8.45999e-29,2.5,0.97887,2.3941e-05,0.0118807,0.999976,1,11735.4,7.69209e+12,11735.4,0.34,1.85369e+10,1.74704e+08,18362000000,231120,-1.63726E-12,-7.61807E-05,6.10821E+19,41145100
,1.338e+33,5.88857e+10,0.00139862,97690.4,1.33797e+33,2.24985e+32,4.07022e+07,4.07022e+07,8.16443e-29,2.5,0.978903,2.38852e-05,0.0118622,0.999976,1,11780.2,7.57629e+12,11780.2,0.34,1.8465e+10,1.74026e+08,18290700000,229686,-1.63588E-12,-7.61756E-05,6.09439E+19,40702200
,1.338e+33,5.88877e+10,0.00139536,97538.5,1.33797e+33,2.24985e+32,4.0264e+07,4.0264e+07,7.87919e-29,2.5,0.978936,2.38296e-05,0.0118438,0.999976,1,11825.2,7.46222e+12,11825.2,0.34,1.83933e+10,1.7335e+08,18219700000,228261,-1.63449E-12,-7.61704E-05,6.08059E+19,40264000
,1.338e+33,5.88897e+10,0.00139211,97386.9,1.33797e+33,2.24985e+32,3.98306e+07,3.98306e+07,7.60391e-29,2.5,0.97897,2.3774e-05,0.0118253,0.999976,1,11870.4,7.34987e+12,11870.4,0.34,1.83219e+10,1.72677e+08,18149000000,226845,-1.63311E-12,-7.61653E-05,6.06683E+19,39830600
,1.338e+33,5.88917e+10,0.00138887,97235.4,1.33797e+33,2.24985e+32,3.94018e+07,3.94018e+07,7.33824e-29,2.5,0.979003,2.37186e-05,0.011807,0.999976,1,11915.7,7.23922e+12,11915.7,0.34,1.82507e+10,1.72007e+08,18078500000,225438,-1.63173E-12,-7.61601E-05,6.0531E+19,39401800
,1.338e+33,5.88936e+10,0.00138563,97084.3,1.33797e+33,2.24985e+32,3.89776e+07,3.89776e+07,7.08186e-29,2.5,0.979036,2.36633e-05,0.0117886,0.999976,1,11961.2,7.13023e+12,11961.2,0.34,1.81799e+10,1.71339e+08,18008300000,224039,-1.63035E-12,-0.000076155,6.03939E+19,38977600
,1.338e+33,5.88956e+10,0.0013824,96933.3,1.33797e+33,2.24985e+32,3.8558e+07,3.8558e+07,6.83443e-29,2.5,0.979069,2.36081e-05,0.0117703,0.999976,1,12006.9,7.02287e+12,12006.9,0.34,1.81093e+10,1.70674e+08,17938400000,222649,-1.62898E-12,-7.61499E-05,6.02572E+19,38558000
,1.338e+33,5.88976e+10,0.00137918,96782.6,1.33797e+33,2.24985e+32,3.81429e+07,3.81429e+07,6.59564e-29,2.5,0.979101,2.35531e-05,0.011752,0.999977,1,12052.8,6.91714e+12,12052.8,0.34,1.8039e+10,1.70012e+08,17868800000,221267,-1.6276E-12,-7.61448E-05,6.01208E+19,38142900
,1.338e+33,5.88996e+10,0.00137596,96632.2,1.33797e+33,2.24985e+32,3.77322e+07,3.77322e+07,6.3652e-29,2.5,0.979134,2.34982e-05,0.0117337,0.999977,1,12098.8,6.81299e+12,12098.8,0.34,1.7969e+10,1.69352e+08,17799400000,219895,-1.62623E-12,-7.61397E-05,5.99846E+19,37732200
,1.338e+33,5.89016e+10,0.00137275,96481.9,1.33797e+33,2.24985e+32,3.7326e+07,3.7326e+07,6.1428e-29,2.5,0.979167,2.34434e-05,0.0117155,0.999977,1,12145,6.71042e+12,12145,0.34,1.78992e+10,1.68694e+08,17730300000,218530,-1.62485E-12,-7.61346E-05,5.98488E+19,37326000
,1.338e+33,5.89035e+10,0.00136955,96331.9,1.33797e+33,2.24985e+32,3.69241e+07,3.69241e+07,5.92817e-29,2.5,0.9792,2.33888e-05,0.0116972,0.999977,1,12191.4,6.60938e+12,12191.4,0.34,1.78297e+10,1.68039e+08,17661500000,217174,-1.62348E-12,-7.61295E-05,5.97133E+19,36924100
,1.338e+33,5.89055e+10,0.00136636,96182.1,1.33797e+33,2.24985e+32,3.65266e+07,3.65266e+07,5.72104e-29,2.5,0.979233,2.33342e-05,0.0116791,0.999977,1,12238,6.50987e+12,12238,0.34,1.77605e+10,1.67387e+08,17592900000,215827,-1.62211E-12,-7.61244E-05,5.95781E+19,36526600
,1.338e+33,5.89075e+10,0.00136317,96032.6,1.33797e+33,2.24985e+32,3.61333e+07,3.61333e+07,5.52114e-29,2.5,0.979265,2.32798e-05,0.0116609,0.999977,1,12284.7,6.41185e+12,12284.7,0.34,1.76915e+10,1.66737e+08,17524600000,214488,-1.62074E-12,-7.61194E-05,5.94431E+19,36133300
,1.338e+33,5.89094e+10,0.00136,95883.3,1.33797e+33,2.24985e+32,3.57442e+07,3.57442e+07,5.32823e-29,2.5,0.979298,2.32256e-05,0.0116428,0.999977,1,12331.7,6.31531e+12,12331.7,0.34,1.76228e+10,1.6609e+08,17456500000,213157,-1.61937E-12,-7.61143E-05,5.93085E+19,35744200
,1.338e+33,5.89114e+10,0.00135683,95734.2,1.33797e+33,2.24985e+32,3.53594e+07,3.53594e+07,5.14205e-29,2.5,0.97933,2.31714e-05,0.0116247,0.999977,1,12378.8,6.22022e+12,12378.8,0.34,1.75544e+10,1.65445e+08,17388800000,211834,-1.61801E-12,-7.61093E-05,5.91742E+19,35359400
,1.338e+33,5.89133e+10,0.00135366,95585.4,1.33797e+33,2.24985e+32,3.49786e+07,3.49786e+07,4.96238e-29,2.5,0.979363,2.31174e-05,0.0116066,0.999977,1,12426,6.12657e+12,12426,0.34,1.74863e+10,1.64802e+08,17321300000,210520,-1.61664E-12,-7.61042E-05,5.90401E+19,34978600
,1.338e+33,5.89153e+10,0.00135051,95436.7,1.33797e+33,2.24985e+32,3.4602e+07,3.4602e+07,4.78898e-29,2.5,0.979395,2.30635e-05,0.0115885,0.999977,1,12473.5,6.03432e+12,12473.5,0.34,1.74184e+10,1.64163e+08,17254000000,209214,-1.61528E-12,-7.60992E-05,5.89064E+19,34602000
,1.338e+33,5.89172e+10,0.00134736,95288.3,1.33797e+33,2.24985e+32,3.42294e+07,3.42294e+07,4.62165e-29,2.5,0.979428,2.30097e-05,0.0115705,0.999977,1,12521.1,5.94346e+12,12521.1,0.34,1.73507e+10,1.63525e+08,17187000000,207916,-1.61391E-12,-7.60941E-05,5.8773E+19,34229400
,1.338e+33,5.89192e+10,0.00134422,95140.2,1.33797e+33,2.24985e+32,3.38608e+07,3.38608e+07,4.46015e-29,2.5,0.97946,2.29561e-05,0.0115525,0.999978,1,12569,5.85397e+12,12569,0.34,1.72834e+10,1.6289e+08,17120300000,206625,-1.61255E-12,-7.60891E-05,5.86398E+19,33860800
,1.338e+33,5.89211e+10,0.00134108,94992.3,1.33797e+33,2.24985e+32,3.34962e+07,3.34962e+07,4.3043e-29,2.5,0.979493,2.29026e-05,0.0115346,0.999978,1,12617,5.76583e+12,12617,0.34,1.72163e+10,1.62258e+08,17053800000,205343,-1.61119E-12,-7.60841E-05,5.8507E+19,33496200
,1.338e+33,5.89231e+10,0.00133796,94844.5,1.33797e+33,2.24985e+32,3.31355e+07,3.31355e+07,4.15389e-29,2.5,0.979525,2.28492e-05,0.0115166,0.999978,1,12665.2,5.67901e+12,12665.2,0.34,1.71494e+10,1.61628e+08,16987600000,204069,-1.60983E-12,-7.60791E-05,5.83744E+19,33135500
,1.338e+33,5.8925e+10,0.00133484,94697.1,1.33797e+33,2.24985e+32,3.27787e+07,3.27787e+07,4.00874e-29,2.5,0.979557,2.27959e-05,0.0114987,0.999978,1,12713.5,5.5935e+12,12713.5,0.34,1.70828e+10,1.61e+08,16921600000,202803,-1.60848E-12,-7.60741E-05,5.82422E+19,32778700
,1.338e+33,5.89269e+10,0.00133173,94549.8,1.33797e+33,2.24985e+32,3.24257e+07,3.24257e+07,3.86866e-29,2.5,0.979589,2.27428e-05,0.0114808,0.999978,1,12762.1,5.50927e+12,12762.1,0.34,1.70165e+10,1.60375e+08,16855900000,201544,-1.60712E-12,-7.60691E-05,5.81102E+19,32425700
,1.338e+33,5.89289e+10,0.00132862,94402.8,1.33797e+33,2.24985e+32,3.20765e+07,3.20765e+07,3.73347e-29,2.5,0.979621,2.26897e-05,0.011463,0.999978,1,12810.9,5.42631e+12,12810.9,0.34,1.69504e+10,1.59752e+08,16790500000,200294,-1.60577E-12,-7.60641E-05,5.79785E+19,32076500
,1.338e+33,5.89308e+10,0.00132552,94256,1.33797e+33,2.24985e+32,3.17311e+07,3.17311e+07,3.603e-29,2.5,0.979653,2.26368e-05,0.0114452,0.999978,1,12859.8,5.3446e+12,12859.8,0.34,1.68846e+10,1.59132e+08,16725300000,199051,-1.60441E-12,-7.60592E-05,5.78471E+19,31731100
,1.338e+33,5.89327e+10,0.00132243,94109.5,1.33797e+33,2.24985e+32,3.13894e+07,3.13894e+07,3.4771e-29,2.5,0.979685,2.25841e-05,0.0114274,0.999978,1,12908.9,5.26413e+12,12908.9,0.34,1.68191e+10,1.58514e+08,16660400000,197816,-1.60306E-12,-7.60542E-05,5.7716E+19,31389400
,1.338e+33,5.89347e+10,0.00131935,93963.1,1.33797e+33,2.24985e+32,3.10513e+07,3.10513e+07,3.35559e-29,2.5,0.979717,2.25314e-05,0.0114096,0.999978,1,12958.2,5.18486e+12,12958.2,0.34,1.67538e+10,1.57899e+08,16595700000,196588,-1.60171E-12,-7.60492E-05,5.75852E+19,31051300
,1.338e+33,5.89366e+10,0.00131627,93817,1.33797e+33,2.24985e+32,3.07169e+07,3.07169e+07,3.23832e-29,2.5,0.979749,2.24789e-05,0.0113919,0.999978,1,13007.7,5.10678e+12,13007.7,0.34,1.66887e+10,1.57286e+08,16531200000,195368,-1.60036E-12,-7.60443E-05,5.74547E+19,30716900
,1.338e+33,5.89385e+10,0.0013132,93671.1,1.33797e+33,2.24985e+32,3.03861e+07,3.03861e+07,3.12516e-29,2.5,0.979781,2.24265e-05,0.0113742,0.999978,1,13057.4,5.02988e+12,13057.4,0.34,1.66239e+10,1.56675e+08,16467000000,194156,-1.59901E-12,-7.60394E-05,5.73245E+19,30386100
,1.338e+33,5.89404e+10,0.00131014,93525.5,1.33797e+33,2.24985e+32,3.00589e+07,3.00589e+07,3.01594e-29,2.5,0.979813,2.23742e-05,0.0113565,0.999978,1,13107.3,4.95414e+12,13107.3,0.34,1.65594e+10,1.56067e+08,16403100000,192951,-1.59766E-12,-7.60344E-05,5.71945E+19,30058900
,1.338e+33,5.89423e+10,0.00130709,93380,1.33797e+33,2.24985e+32,2.97351e+07,2.97351e+07,2.91054e-29,2.5,0.979845,2.2322e-05,0.0113388,0.999979,1,13157.4,4.87954e+12,13157.4,0.34,1.64951e+10,1.55461e+08,16339400000,191754,-1.59632E-12,-7.60295E-05,5.70649E+19,29735100
,1.338e+33,5.89442e+10,0.00130404,93234.8,1.33797e+33,2.24985e+32,2.94149e+07,2.94149e+07,2.80883e-29,2.5,0.979877,2.227e-05,0.0113212,0.999979,1,13207.6,4.80606e+12,13207.6,0.34,1.6431e+10,1.54857e+08,16276000000,190564,-1.59497E-12,-7.60246E-05,5.69355E+19,29414900
,1.338e+33,5.89461e+10,0.001301,93089.9,1.33797e+33,2.24985e+32,2.90981e+07,2.90981e+07,2.71066e-29,2.5,0.979908,2.2218e-05,0.0113036,0.999979,1,13258.1,4.73369e+12,13258.1,0.34,1.63672e+10,1.54256e+08,16212800000,189381,-1.59363E-12,-7.60197E-05,5.68065E+19,29098100
,1.338e+33,5.8948e+10,0.00129797,92945.1,1.33797e+33,2.24985e+32,2.87847e+07,2.87847e+07,2.61593e-29,2.5,0.97994,2.21662e-05,0.011286,0.999979,1,13308.7,4.6624e+12,13308.7,0.34,1.63037e+10,1.53657e+08,16149800000,188206,-1.59229E-12,-7.60148E-05,5.66777E+19,28784700
,1.338e+33,5.89499e+10,0.00129494,92800.6,1.33797e+33,2.24985e+32,2.84746e+07,2.84746e+07,2.52451e-29,2.5,0.979972,2.21146e-05,0.0112684,0.999979,1,13359.6,4.59219e+12,13359.6,0.34,1.62403e+10,1.5306e+08,16087100000,187038,-1.59094E-12,-7.60099E-05,5.65492E+19,28474600
,1.338e+33,5.89518e+10,0.00129192,92656.2,1.33797e+33,2.24985e+32,2.81679e+07,2.81679e+07,2.43628e-29,2.5,0.980003,2.2063e-05,0.0112509,0.999979,1,13410.6,4.52304e+12,13410.6,0.34,1.61773e+10,1.52466e+08,16024600000,185877,-1.58961E-12,-0.000076005,5.64209E+19,28167900
,1.338e+33,5.89537e+10,0.00128891,92512.2,1.33797e+33,2.24985e+32,2.78645e+07,2.78645e+07,2.35113e-29,2.5,0.980035,2.20115e-05,0.0112334,0.999979,1,13461.8,4.45492e+12,13461.8,0.34,1.61145e+10,1.51874e+08,15962400000,184724,-1.58827E-12,-7.60001E-05,5.6293E+19,27864500
,1.338e+33,5.89556e+10,0.0012859,92368.3,1.33797e+33,2.24985e+32,2.75644e+07,2.75644e+07,2.26896e-29,2.5,0.980066,2.19602e-05,0.011216,0.999979,1,13513.3,4.38784e+12,13513.3,0.34,1.60519e+10,1.51284e+08,15900400000,183578,-1.58693E-12,-7.59952E-05,5.61654E+19,27564400
,1.338e+33,5.89575e+10,0.0012829,92224.7,1.33797e+33,2.24985e+32,2.72675e+07,2.72675e+07,2.18966e-29,2.5,0.980098,2.1909e-05,0.0111985,0.999979,1,13564.9,4.32176e+12,13564.9,0.34,1.59896e+10,1.50696e+08,15838700000,182438,-1.58559E-12,-7.59904E-05,5.6038E+19,27267500
,1.338e+33,5.89594e+10,0.00127991,92081.2,1.33797e+33,2.24985e+32,2.69737e+07,2.69737e+07,2.11313e-29,2.5,0.980129,2.18579e-05,0.0111811,0.999979,1,13616.7,4.25667e+12,13616.7,0.34,1.59275e+10,1.50111e+08,15777200000,181306,-1.58426E-12,-7.59855E-05,5.59109E+19,26973700
,1.338e+33,5.89613e+10,0.00127693,91938,1.33797e+33,2.24985e+32,2.66832e+07,2.66832e+07,2.03928e-29,2.5,0.98016,2.1807e-05,0.0111637,0.999979,1,13668.7,4.19257e+12,13668.7,0.34,1.58656e+10,1.49528e+08,15715900000,180181,-1.58293E-12,-7.59807E-05,5.57841E+19,26683200
,1.338e+33,5.89632e+10,0.00127395,91795.1,1.33797e+33,2.24985e+32,2.63958e+07,2.63958e+07,1.968e-29,2.5,0.980192,2.17561e-05,0.0111463,0.999979,1,13721,4.12943e+12,13721,0.34,1.5804e+10,1.48948e+08,15654900000,179063,-1.58159E-12,-7.59758E-05,5.56576E+19,26395800
,1.338e+33,5.89651e+10,0.00127098,91652.3,1.33797e+33,2.24985e+32,2.61114e+07,2.61114e+07,1.89922e-29,2.5,0.980223,2.17054e-05,0.011129,0.999979,1,13773.4,4.06724e+12,13773.4,0.34,1.57426e+10,1.48369e+08,15594100000,177951,-1.58026E-12,-0.000075971,5.55313E+19,26111400
,1.338e+33,5.89669e+10,0.00126802,91509.8,1.33797e+33,2.24985e+32,2.58301e+07,2.58301e+07,1.83284e-29,2.5,0.980254,2.16548e-05,0.0111117,0.99998,1,13826,4.00599e+12,13826,0.34,1.56815e+10,1.47793e+08,15533500000,176847,-1.57893E-12,-7.59661E-05,5.54054E+19,25830100
,1.338e+33,5.89688e+10,0.00126506,91367.5,1.33797e+33,2.24985e+32,2.55519e+07,2.55519e+07,1.76878e-29,2.5,0.980285,2.16043e-05,0.0110944,0.99998,1,13878.8,3.94566e+12,13878.8,0.34,1.56206e+10,1.47219e+08,15473200000,175749,-1.57761E-12,-7.59613E-05,5.52797E+19,25551900
,1.338e+33,5.89707e+10,0.00126211,91225.4,1.33797e+33,2.24985e+32,2.52766e+07,2.52766e+07,1.70695e-29,2.5,0.980316,2.15539e-05,0.0110772,0.99998,1,13931.8,3.88623e+12,13931.8,0.34,1.55599e+10,1.46647e+08,15413100000,174659,-1.57628E-12,-7.59565E-05,5.51543E+19,25276600
,1.338e+33,5.89725e+10,0.00125917,91083.5,1.33797e+33,2.24985e+32,2.50043e+07,2.50043e+07,1.64729e-29,2.5,0.980347,2.15036e-05,0.0110599,0.99998,1,13985.1,3.82771e+12,13985.1,0.34,1.54995e+10,1.46078e+08,15353300000,173575,-1.57495E-12,-7.59517E-05,5.50292E+19,25004300
,1.338e+33,5.89744e+10,0.00125623,90941.8,1.33797e+33,2.24985e+32,2.47349e+07,2.47349e+07,1.58971e-29,2.5,0.980378,2.14535e-05,0.0110427,0.99998,1,14038.5,3.77006e+12,14038.5,0.34,1.54393e+10,1.45511e+08,15293600000,172497,-1.57363E-12,-7.59469E-05,5.49043E+19,24734900
,1.338e+33,5.89763e+10,0.0012533,90800.4,1.33797e+33,2.24985e+32,2.44684e+07,2.44684e+07,1.53415e-29,2.5,0.980409,2.14035e-05,0.0110256,0.99998,1,14092.1,3.71328e+12,14092.1,0.34,1.53794e+10,1.44946e+08,15234200000,171427,-1.57231E-12,-7.59421E-05,5.47797E+19,24468400
,1.338e+33,5.89781e+10,0.00125038,90659.2,1.33797e+33,2.24985e+32,2.42048e+07,2.42048e+07,1.48052e-29,2.5,0.98044,2.13536e-05,0.0110084,0.99998,1,14146,3.65735e+12,14146,0.34,1.53196e+10,1.44383e+08,15175100000,170363,-1.57098E-12,-7.59373E-05,5.46554E+19,24204800
,1.338e+33,5.898e+10,0.00124746,90518.2,1.33797e+33,2.24985e+32,2.39441e+07,2.39441e+07,1.42877e-29,2.5,0.980471,2.13038e-05,0.0109913,0.99998,1,14200,3.60227e+12,14200,0.34,1.52601e+10,1.43822e+08,15116100000,169306,-1.56966E-12,-7.59326E-05,5.45314E+19,23944100
,1.338e+33,5.89818e+10,0.00124455,90377.4,1.33797e+33,2.24985e+32,2.36861e+07,2.36861e+07,1.37883e-29,2.5,0.980502,2.12541e-05,0.0109742,0.99998,1,14254.3,3.54802e+12,14254.3,0.34,1.52009e+10,1.43263e+08,15057400000,168255,-1.56834E-12,-7.59278E-05,5.44077E+19,23686100
,1.338e+33,5.89837e+10,0.00124165,90236.8,1.33797e+33,2.24985e+32,2.34309e+07,2.34309e+07,1.33063e-29,2.5,0.980533,2.12045e-05,0.0109571,0.99998,1,14308.7,3.49458e+12,14308.7,0.34,1.51418e+10,1.42707e+08,14999000000,167210,-1.56702E-12,-7.59231E-05,5.42842E+19,23430900
,1.338e+33,5.89855e+10,0.00123876,90096.5,1.33797e+33,2.24985e+32,2.31784e+07,2.31784e+07,1.28412e-29,2.5,0.980563,2.11551e-05,0.0109401,0.99998,1,14363.4,3.44195e+12,14363.4,0.34,1.5083e+10,1.42153e+08,14940700000,166173,-1.56571E-12,-7.59183E-05,5.4161E+19,23178400
,1.338e+33,5.89874e+10,0.00123587,89956.4,1.33797e+33,2.24985e+32,2.29287e+07,2.29287e+07,1.23923e-29,2.5,0.980594,2.11057e-05,0.0109231,0.99998,1,14418.3,3.39011e+12,14418.3,0.34,1.50245e+10,1.41601e+08,14882700000,165141,-1.56439E-12,-7.59136E-05,5.40381E+19,22928700
,1.338e+33,5.89892e+10,0.00123298,89816.5,1.33797e+33,2.24985e+32,2.26816e+07,2.26816e+07,1.19591e-29,2.5,0.980625,2.10565e-05,0.0109061,0.99998,1,14473.4,3.33905e+12,14473.4,0.34,1.49661e+10,1.41051e+08,14824900000,164116,-1.56308E-12,-7.59088E-05,5.39154E+19,22681600
,1.338e+33,5.89911e+10,0.00123011,89676.8,1.33797e+33,2.24985e+32,2.24373e+07,2.24373e+07,1.15411e-29,2.5,0.980655,2.10074e-05,0.0108891,0.999981,1,14528.7,3.28876e+12,14528.7,0.34,1.4908e+10,1.40503e+08,14767300000,163098,-1.56176E-12,-7.59041E-05,5.37931E+19,22437300
,1.338e+33,5.89929e+10,0.00122724,89537.3,1.33797e+33,2.24985e+32,2.21955e+07,2.21955e+07,1.11376e-29,2.5,0.980686,2.09584e-05,0.0108722,0.999981,1,14584.2,3.23922e+12,14584.2,0.34,1.48501e+10,1.39957e+08,14710000000,162085,-1.56045E-12,-7.58994E-05,5.3671E+19,22195500
,1.338e+33,5.89947e+10,0.00122438,89398,1.33797e+33,2.24985e+32,2.19563e+07,2.19563e+07,1.07483e-29,2.5,0.980716,2.09095e-05,0.0108553,0.999981,1,14639.9,3.19043e+12,14639.9,0.34,1.47924e+10,1.39414e+08,14652800000,161079,-1.55914E-12,-7.58947E-05,5.35491E+19,21956300
,1.338e+33,5.89966e+10,0.00122152,89259,1.33797e+33,2.24985e+32,2.17197e+07,2.17197e+07,1.03726e-29,2.5,0.980747,2.08608e-05,0.0108384,0.999981,1,14695.8,3.14238e+12,14695.8,0.34,1.4735e+10,1.38872e+08,14595900000,160079,-1.55783E-12,-7.58899E-05,5.34276E+19,21719700
,1.338e+33,5.89984e+10,0.00121867,89120.2,1.33797e+33,2.24985e+32,2.14857e+07,2.14857e+07,1.00099e-29,2.5,0.980777,2.08121e-05,0.0108215,0.999981,1,14752,3.09505e+12,14752,0.34,1.46777e+10,1.38333e+08,14539200000,159086,-1.55652E-12,-7.58853E-05,5.33063E+19,21485700
,1.338e+33,5.90002e+10,0.00121583,88981.5,1.33797e+33,2.24985e+32,2.12542e+07,2.12542e+07,9.66002e-30,2.5,0.980808,2.07636e-05,0.0108047,0.999981,1,14808.4,3.04843e+12,14808.4,0.34,1.46207e+10,1.37796e+08,14482800000,158098,-1.55522E-12,-7.58806E-05,5.31852E+19,21254200
,1.338e+33,5.90021e+10,0.001213,88843.1,1.33797e+33,2.24985e+32,2.10252e+07,2.10252e+07,9.32231e-30,2.5,0.980838,2.07152e-05,0.0107879,0.999981,1,14864.9,3.00251e+12,14864.9,0.34,1.45639e+10,1.37261e+08,14426500000,157117,-1.55391E-12,-7.58759E-05,5.30645E+19,21025200
,1.338e+33,5.90039e+10,0.00121017,88705,1.33797e+33,2.24985e+32,2.07986e+07,2.07986e+07,8.99641e-30,2.5,0.980868,2.06669e-05,0.0107711,0.999981,1,14921.7,2.95729e+12,14921.7,0.34,1.45074e+10,1.36727e+08,14370500000,156142,-1.55261E-12,-7.58712E-05,5.2944E+19,20798600
,1.338e+33,5.90057e+10,0.00120735,88567,1.33797e+33,2.24985e+32,2.05745e+07,2.05745e+07,8.6819e-30,2.5,0.980898,2.06187e-05,0.0107544,0.999981,1,14978.8,2.91274e+12,14978.8,0.34,1.4451e+10,1.36196e+08,14314700000,155173,-1.5513E-12,-7.58665E-05,5.28238E+19,20574500
,1.338e+33,5.90075e+10,0.00120453,88429.2,1.33797e+33,2.24985e+32,2.03527e+07,2.03527e+07,8.37838e-30,2.5,0.980929,2.05706e-05,0.0107376,0.999981,1,15036,2.86887e+12,15036,0.34,1.43949e+10,1.35667e+08,14259100000,154209,-1.55E-12,-7.58619E-05,5.27038E+19,20352700
,1.338e+33,5.90093e+10,0.00120172,88291.7,1.33797e+33,2.24985e+32,2.01334e+07,2.01334e+07,8.08547e-30,2.5,0.980959,2.05226e-05,0.0107209,0.999981,1,15093.4,2.82566e+12,15093.4,0.34,1.4339e+10,1.3514e+08,14203700000,153252,-1.5487E-12,-7.58572E-05,5.25841E+19,20133400
,1.338e+33,5.90111e+10,0.00119892,88154.3,1.33797e+33,2.24985e+32,1.99164e+07,1.99164e+07,7.8028e-30,2.5,0.980989,2.04747e-05,0.0107043,0.999981,1,15151.1,2.78309e+12,15151.1,0.34,1.42833e+10,1.34616e+08,14148500000,152301,-1.5474E-12,-7.58526E-05,5.24647E+19,19916400
